client_id,product,channel,score
68,product3,sms,0.07878811269764262
69,product1,call,0.07954899765388838
69,product2,call,0.23293969527208994
69,product3,call,0.27691379539241184
69,product1,sms,0.1305350873750997
69,product2,sms,0.2483851630707884
69,product3,sms,0.06419660434948252
70,product1,call,0.29412842349801105
70,product2,call,0.21572151289741387
70,product3,call,0.14350665536353546
70,product1,sms,0.1610608045093635
70,product2,sms,0.06146684798850068
70,product3,sms,0.23889808886109612
71,product1,call,0.2808553950313076
71,product2,call,0.2548332164039994
71,product3,call,0.07015699460486884
71,product1,sms,0.05818838208905716
71,product2,sms,0.10554825474006758
71,product3,sms,0.0397441706535106
72,product1,call,0.08197572183972562
72,product2,call,0.004776035856413485
72,product3,call,0.21954415126804414
72,product1,sms,0.172309994577324
72,product2,sms,0.17385809656517215
72,product3,sms,0.16749324379936573
73,product1,call,0.07225786210057211
73,product2,call,0.027805749131036107
73,product3,call,0.1865178229942293
73,product1,sms,0.006510667909526269
73,product2,sms,0.2024288571412092
73,product3,sms,0.09105666039204419
74,product1,call,0.23868617403109182
74,product2,call,0.14012055038822693
74,product3,call,0.043456323733001824
74,product1,sms,0.10046184780357581
74,product2,sms,0.27842140066017773
74,product3,sms,0.18521396291313497
75,product1,call,0.08266915597353174
75,product2,call,0.2113834132982809
75,product3,call,0.14793188188226308
75,product1,sms,0.15788325303845266
75,product2,sms,0.11201938169181816
75,product3,sms,0.21854417294605294
76,product1,call,0.20689552497796296
76,product2,call,0.2555147881455245
76,product3,call,0.006373693040649752
76,product1,sms,0.2358662229048694
76,product2,sms,0.2385401505880362
76,product3,sms,0.1321580973774532
77,product1,call,0.19218144485988625
77,product2,call,0.11161276711124683
77,product3,call,0.05651720686441405
77,product1,sms,0.19997317937373876
77,product2,sms,0.1487964347292657
77,product3,sms,0.2909707486295912
78,product1,call,0.23223979566453645
78,product2,call,0.07235038249817183
78,product3,call,0.26169377582702535
78,product1,sms,0.2783621751780982
78,product2,sms,0.15477458061184712
78,product3,sms,0.00034588299427515954
79,product1,call,0.05487282856381186
79,product2,call,0.14048072413367738
79,product3,call,0.23067232046446096
79,product1,sms,0.06796815270144335
79,product2,sms,0.08099610810950215
79,product3,sms,0.14635018903105282
80,product1,call,0.23409381924298509
80,product2,call,0.02694719125162068
80,product3,call,0.13144381843322503
80,product1,sms,0.2825495381637854
80,product2,sms,0.16012680637248525
80,product3,sms,0.13552172204679938
81,product1,call,0.25527237020758753
81,product2,call,0.20934027124785554
81,product3,call,0.015462674004357867
81,product1,sms,0.17515041252475536
81,product2,sms,0.17605865749577113
81,product3,sms,0.0507880354685279
82,product1,call,0.25549014208421383
82,product2,call,0.16646592071110564
82,product3,call,0.14240601159291225
82,product1,sms,0.27535512833193737
82,product2,sms,0.0877029532696445
82,product3,sms,0.21406017203739713
83,product1,call,0.23135230711473695
83,product2,call,0.07580904157117953
83,product3,call,0.0881215880811888
83,product1,sms,0.25244018039388266
83,product2,sms,0.25130123923273
83,product3,sms,0.14424089994843106
84,product1,call,0.04456577238862225
84,product2,call,0.2187709700355598
84,product3,call,0.1835340175227653
84,product1,sms,0.14058921993659476
84,product2,sms,0.24754252962053944
84,product3,sms,0.09831624655492781
85,product1,call,0.24475814006189084
85,product2,call,0.06422303696973904
85,product3,call,0.04452533270931342
85,product1,sms,0.274781488759586
85,product2,sms,0.002986370252959536
85,product3,sms,0.2147501517831864
86,product1,call,0.10325027599014043
86,product2,call,0.2515084860556111
86,product3,call,0.08529963532057767
86,product1,sms,0.039041613420142715
86,product2,sms,0.1761685299084785
86,product3,sms,0.2319305007154103
87,product1,call,0.12869029941505822
87,product2,call,0.13695817208181385
87,product3,call,0.27315870263978503
87,product1,sms,0.06267267001500865
87,product2,sms,0.25702292997234416
87,product3,sms,0.1077048208996745
88,product1,call,0.04189783271327916
88,product2,call,0.10045516211947257
88,product3,call,0.2443024602560493
88,product1,sms,0.21987401038290685
88,product2,sms,0.047321344820970335
88,product3,sms,0.0298991983605303
89,product1,call,0.05103672188187099
89,product2,call,0.2625843832182837
89,product3,call,0.1014370105094192
89,product1,sms,0.09558408160077665
89,product2,sms,0.12072849019327261
89,product3,sms,0.28585450874089247
90,product1,call,0.181049185493441
90,product2,call,0.2529697365006862
90,product3,call,0.2946153878423028
90,product1,sms,0.11364063584199532
90,product2,sms,0.17943679444484367
90,product3,sms,0.03726230244082479
91,product1,call,0.159386174965633
91,product2,call,0.008371223554506924
91,product3,call,0.27760265861776245
91,product1,sms,0.06161036016578494
91,product2,sms,0.10941780550662106
91,product3,sms,0.09383996901898746
92,product1,call,0.22610780217006296
92,product2,call,0.22700028651161697
92,product3,call,0.22290909267854886
92,product1,sms,0.2285735895106257
92,product2,sms,0.15861188672465712
92,product3,sms,0.029176004072003024
93,product1,call,0.20012466535338472
93,product2,call,0.05794248837852628
93,product3,call,0.1704615469171686
93,product1,sms,0.20890559231632336
93,product2,sms,0.12543341343040873
93,product3,sms,0.07786853294009945
94,product1,call,0.093145153023054
94,product2,call,0.03414120584640879
94,product3,call,0.0144133155342412
94,product1,sms,0.1846705377886309
94,product2,sms,0.1768647405365299
94,product3,sms,0.07678980553275656
95,product1,call,0.016303242950751806
95,product2,call,0.19181251669071575
95,product3,call,0.14743205061027934
95,product1,sms,0.21257865545513913
95,product2,sms,0.006575758561461886
95,product3,sms,0.26180321692409375
96,product1,call,0.06178095929146738
96,product2,call,0.024602542398582016
96,product3,call,0.12864948270818746
96,product1,sms,0.1797416823391771
96,product2,sms,0.012959876102029921
96,product3,sms,0.06526960184018891
97,product1,call,0.18008898752475394
97,product2,call,0.17608822731144216
97,product3,call,0.10280064719105185
97,product1,sms,0.07065725128725363
97,product2,sms,0.17865345975714864
97,product3,sms,0.2065660279790266
98,product1,call,0.29817166994946254
98,product2,call,0.28385088586357815
98,product3,call,0.005701505463049028
98,product1,sms,0.007340505252757656
98,product2,sms,0.12565485290553557
98,product3,sms,0.27076642106061544
99,product1,call,0.1759331298450417
99,product2,call,0.2633415750555065
99,product3,call,0.2775063902060159
99,product1,sms,0.07922514675364037
99,product2,sms,0.11176641292939812
99,product3,sms,0.28773492415226204
100,product1,call,0.04585174452711671
100,product2,call,0.025241918915191397
100,product3,call,0.14036993912041912
100,product1,sms,0.2974787520462081
100,product2,sms,0.2263395244480591
100,product3,sms,0.10676775600817563
101,product1,call,0.1836672269824252
101,product2,call,0.26715561280068306
101,product3,call,0.0031766957650036674
101,product1,sms,0.12387280007146187
101,product2,sms,0.2912840558200541
101,product3,sms,0.27030006991513494
102,product1,call,0.24752056532129754
102,product2,call,0.1827669699395716
102,product3,call,0.21745500506669838
102,product1,sms,0.06303425452608105
102,product2,sms,0.05264612913343518
102,product3,sms,0.020947382655588254
103,product1,call,0.23476782886231473
103,product2,call,0.20371033982772682
103,product3,call,0.19404759786081974
103,product1,sms,0.04557917204516082
103,product2,sms,0.08686756502294127
103,product3,sms,0.28033847983841687
104,product1,call,0.17423580713423334
104,product2,call,0.07997047739949918
104,product3,call,0.12449098102907881
104,product1,sms,0.004660067069975693
104,product2,sms,0.08135930602442795
104,product3,sms,0.16898816251884824
105,product1,call,0.12285566054854462
105,product2,call,0.12455077794863967
105,product3,call,0.1822828513532753
105,product1,sms,0.09138686286739207
105,product2,sms,0.2765083323394425
105,product3,sms,0.009621638224927953
106,product1,call,0.05877585076963679
106,product2,call,0.2480352296342968
106,product3,call,0.05742341703346405
106,product1,sms,0.2914723173513545
106,product2,sms,0.20742336200274297
106,product3,sms,0.2636875412234899
107,product1,call,0.14809414655722394
107,product2,call,0.22505570901523425
107,product3,call,0.155513453363411
107,product1,sms,0.14393294882910743
107,product2,sms,0.2349282685613372
107,product3,sms,0.0692333031534862
108,product1,call,0.11823012713170955
108,product2,call,0.10634512538359218
108,product3,call,0.24172935356136332
108,product1,sms,0.2720373583252883
108,product2,sms,0.10900046778209517
108,product3,sms,0.025391094566584237
109,product1,call,0.11670438923072055
109,product2,call,0.09578393315140923
109,product3,call,0.020526556953711392
109,product1,sms,0.19422430714699976
109,product2,sms,0.13604570289163878
109,product3,sms,0.08656925957615505
110,product1,call,0.07482386550210982
110,product2,call,0.24471606233669427
110,product3,call,0.05474760242806385
110,product1,sms,0.18566644588619458
110,product2,sms,0.2708074398060127
110,product3,sms,0.05876955534042316
111,product1,call,0.10915130701853777
111,product2,call,0.25839003422754764
111,product3,call,0.15047230652769672
111,product1,sms,0.25989428195055614
111,product2,sms,0.008398757314977556
111,product3,sms,0.19608426860380643
112,product1,call,0.14302274253556133
112,product2,call,0.18650698317759262
112,product3,call,0.014110878122912694
112,product1,sms,0.2876139124376427
112,product2,sms,0.11051437875410669
112,product3,sms,0.17013832926288439
113,product1,call,0.18363999432638833
113,product2,call,0.20408826902934438
113,product3,call,0.017536058030999547
113,product1,sms,0.03513698449237812
113,product2,sms,0.28854361776587995
113,product3,sms,0.11605108261494307
114,product1,call,0.07874542043703926
114,product2,call,0.11471240256190185
114,product3,call,0.20719710228537977
114,product1,sms,0.1508299888185529
114,product2,sms,0.10060504966113781
114,product3,sms,0.27858241201472944
115,product1,call,0.2655801639222615
115,product2,call,0.05866932247927491
115,product3,call,0.13285855569133823
115,product1,sms,0.09139385782070095
115,product2,sms,0.10457780675654023
115,product3,sms,0.15525515331674106
116,product1,call,0.03062801545616839
116,product2,call,0.11482811123572083
116,product3,call,0.095637987532835
116,product1,sms,0.00608641933419517
116,product2,sms,0.029174218115528547
116,product3,sms,0.25847150202290015
117,product1,call,0.0916152508330347
117,product2,call,0.07375188165895692
117,product3,call,0.25677963612991234
117,product1,sms,0.03555213031469273
117,product2,sms,0.21564784496836817
117,product3,sms,0.06169025222689297
118,product1,call,0.18949760518348177
118,product2,call,0.08785857847051039
118,product3,call,0.2648560830511737
118,product1,sms,0.043780901258538736
118,product2,sms,0.14229554598006994
118,product3,sms,0.09594164027053083
119,product1,call,0.10354876428645067
119,product2,call,0.13152949218327134
119,product3,call,0.10104805744636182
119,product1,sms,0.13687444535618343
119,product2,sms,0.08617477559788778
119,product3,sms,0.09601661620053145
120,product1,call,0.06532155468423448
120,product2,call,0.1703102387981529
120,product3,call,0.016044416462706244
120,product1,sms,0.06270662943501024
120,product2,sms,0.16293362406794254
120,product3,sms,0.18882348412569994
121,product1,call,0.12201522379028108
121,product2,call,0.009444677675863277
121,product3,call,0.12541719422668338
121,product1,sms,0.1763210157648387
121,product2,sms,0.006654506927202142
121,product3,sms,0.12455954839043186
122,product1,call,0.0830291520669267
122,product2,call,0.05970665528816239
122,product3,call,0.23816658908247157
122,product1,sms,0.007363625996633638
122,product2,sms,0.07695782238051554
122,product3,sms,0.027794712726251013
123,product1,call,0.08392209666882411
123,product2,call,0.02681929629560129
123,product3,call,0.15423934771404915
123,product1,sms,0.1381656134277035
123,product2,sms,0.26001501983905967
123,product3,sms,0.16629267251817478
124,product1,call,0.14896881034720702
124,product2,call,0.26938783356251683
124,product3,call,0.09181322616606148
124,product1,sms,0.016986021396116244
124,product2,sms,0.2899604008396449
124,product3,sms,0.050413604698216895
125,product1,call,0.0036327286481904974
125,product2,call,0.03863648052389226
125,product3,call,0.012580885987219704
125,product1,sms,0.11739591016892022
125,product2,sms,0.22176071197891029
125,product3,sms,0.06335732433225538
126,product1,call,0.22333463922680902
126,product2,call,0.18383838302971034
126,product3,call,0.1419202773070158
126,product1,sms,0.29639292019143426
126,product2,sms,0.27792479344037324
126,product3,sms,0.296005268972925
127,product1,call,0.07363590122385502
127,product2,call,0.13230195789373056
127,product3,call,0.11319521512650789
127,product1,sms,0.27158031338143507
127,product2,sms,0.007794542504621826
127,product3,sms,0.07076633647998998
128,product1,call,0.1538756159207248
128,product2,call,0.019691002938102598
128,product3,call,0.10953903937665173
128,product1,sms,0.27544145207757254
128,product2,sms,0.07131805185556063
128,product3,sms,0.08853703747489487
129,product1,call,0.1151330624978661
129,product2,call,0.07671545602978803
129,product3,call,0.15343106072135707
129,product1,sms,0.09602580790745721
129,product2,sms,0.2715175456612255
129,product3,sms,0.13020226192699377
130,product1,call,0.09835401447859854
130,product2,call,0.07993340100132608
130,product3,call,0.003945616323547729
130,product1,sms,0.03053352161757009
130,product2,sms,0.22856679743874
130,product3,sms,0.29430509720701326
131,product1,call,0.2492220542251031
131,product2,call,0.20960645038854153
131,product3,call,0.20480560126901212
131,product1,sms,0.13636965958796154
131,product2,sms,0.09481804520708843
131,product3,sms,0.18754771820979194
132,product1,call,0.24934477016070863
132,product2,call,0.22822373421638348
132,product3,call,0.06937661651086781
132,product1,sms,0.0072759277000090435
132,product2,sms,0.17875275490172488
132,product3,sms,0.05448844573521102
133,product1,call,0.08398046534569888
133,product2,call,0.24731489907411963
133,product3,call,0.11049628464995204
133,product1,sms,0.21088094756985845
133,product2,sms,0.07627769261517271
133,product3,sms,0.2666106796313897
134,product1,call,0.056354411889235796
134,product2,call,0.14753848446130086
134,product3,call,0.09681197102641854
134,product1,sms,0.023298093136065578
134,product2,sms,0.1886605022137351
134,product3,sms,0.12036690595786223
135,product1,call,0.11898724753213002
135,product2,call,0.0942276426908875
135,product3,call,0.249875349729362
135,product1,sms,0.05405152488103408
135,product2,sms,0.2481562342851167
135,product3,sms,0.13101007639294426
136,product1,call,0.03827163939700976
136,product2,call,0.015093037136875863
136,product3,call,0.2093415881079294
136,product1,sms,0.1773614635581233
136,product2,sms,0.18153198371550958
136,product3,sms,0.23436524469865772
137,product1,call,0.03621669000183148
137,product2,call,0.0398111374126582
137,product3,call,0.008117586353438387
137,product1,sms,0.12021691750538202
137,product2,sms,0.19249330574210577
137,product3,sms,0.1415784824933588
138,product1,call,0.13789189261460924
138,product2,call,0.13730974959191714
138,product3,call,0.2828168079243493
138,product1,sms,0.14230804506078853
138,product2,sms,0.06711824406118655
138,product3,sms,0.21227614569934392
139,product1,call,0.1536392502077825
139,product2,call,0.08094167163848165
139,product3,call,0.23200581285595206
139,product1,sms,0.2939902253745668
139,product2,sms,0.16589600418894326
139,product3,sms,0.2512295964840208
140,product1,call,0.06192897216072861
140,product2,call,0.22122710273242213
140,product3,call,0.2205178592623156
140,product1,sms,0.24859882575658776
140,product2,sms,0.10923359103550052
140,product3,sms,0.16568810261419276
141,product1,call,0.16531534261878061
141,product2,call,0.19856456058232702
141,product3,call,0.1750341653604347
141,product1,sms,0.14284472656116945
141,product2,sms,0.20617643683909057
141,product3,sms,0.022464490893360844
142,product1,call,0.2771250256631704
142,product2,call,0.003324135118414151
